3.48,156.7
13.49,155.8
23.49,155
33.48,154.2
43.48,153.5
53.48,152.7
64.48,152
73.38,151.3
83.38,150.6
93.49,150
103.48,149.3
113.48,148.7
123.39,148
133.48,147.3
143.48,146.7
153.38,146
163.49,145.5
173.48,144.7
183.48,144.1
193.48,143.4
203.48,142.9
213.49,142.2
223.39,141.6
233.49,140.9
243.48,140.3
253.38,139.8
263.48,139.1
273.48,138.6
283.38,137.9
293.38,137.4
303.48,136.7
