0,166.5
15,165.8
30,164.1
45,163.3
60,162.4
75,161.6
90,160.8
105,160.0
120,159.0
135,158.2
150,157.4
165,156.6
180,155.8
195,154.9
210,154.2
225,153.2
240,152.5
255,151.6
270,150.8
285,150.0
300,149.1
315,148.3
330,147.5
345,146.7
360,145.9
375,145.0
390,144.3
405,143.4
420,142.6
435,141.8
450,141.0
465,140.3
480,139.4
495,138.7
510,137.8
525,137.1
540,136.2
555,135.4
570,134.7
585,133.9
600,133.2
