3.48	10.2992
13.49	10.291
23.49	10.3238
33.48	10.2664
43.48	10.2418
53.48	10.0359
64.48	9.5669
73.38	9.5511
83.38	9.5195
93.49	9.3522
103.48	9.3366
113.48	9.5274
123.39	9.2898
133.48	9.3288
143.48	9.1014
153.38	9.3054
163.49	9.1322
173.48	8.8996
183.48	8.892
193.48	8.8996
203.48	9.0244
213.49	9.0552
223.39	9.2664
233.49	9.1476
243.48	8.8312
253.38	8.655
263.48	8.6325
273.48	8.6325
283.38	8.6475
293.38	8.64
303.48	8.8768
